original_full_path,preprocessed_full_path,final_authoritative_label,split_assignment,vignette_crop_applied,crop_method,probable_vignette_flag,strong_circle_vignette_flag,vignette_detection_reason,border_dark_fraction,center_corner_contrast,circle_radius_ratio,crop_x1,crop_y1,crop_x2,crop_y2,crop_width,crop_height,crop_area_ratio,crop_confidence_status,output_image_width,output_image_height,processing_error
C:\SKIN CANCER v2\DS\NV\ISIC_0065264.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065264.jpg,NV,train,False,no_crop,False,False,none,0.0,-41.5,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065269.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065269.jpg,NV,train,True,circle_fov,True,True,border_dark_0.435|contrast_151.2,0.43538,151.2,0.5651,128,130,880,883,752,753,0.54002,high_circle_fov,752,753,
C:\SKIN CANCER v2\DS\NV\ISIC_0065273.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065273.jpg,NV,train,False,no_crop,False,False,none,0.0,-64.95,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065274.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065274.jpg,NV,train,True,circle_fov,True,True,border_dark_0.158|contrast_111.4,0.15756,111.4,0.643,77,90,934,946,857,856,0.69961,high_circle_fov,857,856,
C:\SKIN CANCER v2\DS\NV\ISIC_0065277.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065277.jpg,NV,train,False,no_crop,False,False,none,0.0,-67.28,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065281.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065281.jpg,NV,train,False,no_crop,False,False,none,0.00253,-110.41,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065285.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065285.jpg,NV,train,True,circle_fov,True,True,border_dark_0.204|contrast_104.9,0.20369,104.87,0.6177,103,105,926,928,823,823,0.64595,high_circle_fov,823,823,
C:\SKIN CANCER v2\DS\NV\ISIC_0065287.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065287.jpg,NV,train,True,circle_fov,True,True,border_dark_1.000|contrast_186.6,1.0,186.59,0.4137,227,237,779,789,552,552,0.29059,high_circle_fov,552,552,
C:\SKIN CANCER v2\DS\NV\ISIC_0065290.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065290.jpg,NV,train,False,no_crop,False,False,none,0.0,-105.38,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065292.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065292.jpg,NV,train,True,circle_fov,True,True,border_dark_1.000|contrast_150.9,1.0,150.86,0.4154,244,212,797,766,553,554,0.29217,high_circle_fov,553,554,
C:\SKIN CANCER v2\DS\NV\ISIC_0065294.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065294.jpg,NV,train,False,no_crop,False,False,none,0.0,-130.2,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065295.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065295.jpg,NV,train,True,circle_fov,True,True,border_dark_1.000|contrast_131.0,1.0,130.96,0.4138,259,239,810,790,551,551,0.28954,high_circle_fov,551,551,
C:\SKIN CANCER v2\DS\NV\ISIC_0065297.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065297.jpg,NV,train,False,no_crop,False,False,none,0.0,-132.3,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065309.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065309.jpg,NV,train,False,no_crop,True,False,border_dark_1.000|contrast_194.5,1.0,194.47,0.3471,0,0,1024,1024,1024,1024,1.0,rejected_all_modes,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065319.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065319.jpg,NV,train,True,circle_fov,True,True,border_dark_0.219|contrast_74.6,0.21947,74.59,0.6311,60,87,901,928,841,841,0.67452,high_circle_fov,841,841,
C:\SKIN CANCER v2\DS\NV\ISIC_0065320.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065320.jpg,NV,train,False,no_crop,False,False,none,0.0,-15.08,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065322.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065322.jpg,NV,train,True,circle_fov,True,True,border_dark_0.649|contrast_200.7,0.64947,200.69,0.5776,125,126,894,896,769,770,0.5647,high_circle_fov,769,770,
C:\SKIN CANCER v2\DS\NV\ISIC_0065332.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065332.jpg,NV,train,False,no_crop,False,False,none,0.08251,87.95,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065333.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065333.jpg,NV,train,True,circle_fov,True,True,border_dark_0.491|contrast_159.4,0.49096,159.39,0.5447,149,161,874,887,725,726,0.50197,high_circle_fov,725,726,
C:\SKIN CANCER v2\DS\NV\ISIC_0065339.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065339.jpg,NV,train,False,no_crop,False,False,none,0.0,-53.0,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065342.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065342.jpg,NV,train,False,no_crop,False,False,none,0.03189,-16.35,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065348.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065348.jpg,NV,train,False,no_crop,False,False,none,0.1012,83.44,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065353.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065353.jpg,NV,train,False,no_crop,False,False,none,0.03224,6.41,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065357.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065357.jpg,NV,train,False,no_crop,False,False,none,0.0,-95.52,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065358.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065358.jpg,NV,train,True,circle_fov,True,True,border_dark_0.138|contrast_46.4,0.13773,46.42,0.6617,34,88,915,970,881,882,0.74104,high_circle_fov,881,882,
C:\SKIN CANCER v2\DS\NV\ISIC_0065370.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065370.jpg,NV,train,False,no_crop,False,False,none,0.0,-28.15,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065371.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065371.jpg,NV,train,False,no_crop,False,False,none,0.0,-80.97,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065377.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065377.jpg,NV,train,False,no_crop,False,False,none,0.0,-66.12,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065378.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065378.jpg,NV,train,False,no_crop,False,False,none,0.02727,27.7,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065383.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065383.jpg,NV,train,False,no_crop,False,False,none,0.0,-74.78,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065393.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065393.jpg,NV,train,False,no_crop,False,False,none,0.0,-56.7,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065394.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065394.jpg,NV,train,False,no_crop,False,False,none,0.0,-35.9,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065400.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065400.jpg,NV,train,False,no_crop,False,False,none,0.0,-76.56,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065403.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065403.jpg,NV,train,False,no_crop,False,False,none,0.0,-104.11,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065405.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065405.jpg,NV,train,False,no_crop,False,False,none,0.0,3.68,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065426.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065426.jpg,NV,train,False,no_crop,False,False,none,0.06496,52.67,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065430.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065430.jpg,NV,train,True,circle_fov,True,True,border_dark_0.885|contrast_159.8,0.88493,159.78,0.4706,186,210,813,836,627,626,0.37432,high_circle_fov,627,626,
C:\SKIN CANCER v2\DS\NV\ISIC_0065436.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065436.jpg,NV,train,False,no_crop,False,False,none,0.0,-112.16,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065441.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065441.jpg,NV,train,False,no_crop,False,False,none,0.0,-37.92,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065457.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065457.jpg,NV,train,False,no_crop,False,False,none,0.0,-72.98,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065458.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065458.jpg,NV,train,True,circle_fov,True,True,border_dark_0.148|contrast_72.2,0.1484,72.19,0.6455,61,87,922,947,861,860,0.70616,high_circle_fov,861,860,
C:\SKIN CANCER v2\DS\NV\ISIC_0065461.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065461.jpg,NV,train,False,no_crop,False,False,none,0.0,-33.49,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065467.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065467.jpg,NV,train,False,no_crop,False,False,none,0.0,-100.2,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065471.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065471.jpg,NV,train,True,circle_fov,True,True,border_dark_0.843|contrast_154.9,0.84292,154.94,0.4978,163,185,826,848,663,663,0.41921,high_circle_fov,663,663,
C:\SKIN CANCER v2\DS\NV\ISIC_0065473.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065473.jpg,NV,train,True,circle_fov,True,True,border_dark_0.316|contrast_126.1,0.31613,126.06,0.5869,129,117,911,899,782,782,0.58319,high_circle_fov,782,782,
C:\SKIN CANCER v2\DS\NV\ISIC_0065480.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065480.jpg,NV,train,False,no_crop,False,False,none,0.04941,-2.04,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065493.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065493.jpg,NV,train,False,no_crop,False,False,none,0.0,-65.16,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065505.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065505.jpg,NV,train,False,no_crop,False,False,none,0.02692,-29.2,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065509.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065509.jpg,NV,train,False,no_crop,False,False,none,0.0,-51.73,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065510.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065510.jpg,NV,train,True,circle_fov,True,True,border_dark_0.151|contrast_51.3,0.15069,51.29,0.6387,93,86,943,936,850,850,0.68903,high_circle_fov,850,850,
C:\SKIN CANCER v2\DS\NV\ISIC_0065517.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065517.jpg,NV,train,False,no_crop,False,False,none,0.00111,3.56,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065519.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065519.jpg,NV,train,False,no_crop,True,False,border_dark_1.000|contrast_192.1,1.0,192.12,0.3276,0,0,1024,1024,1024,1024,1.0,rejected_all_modes,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065528.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065528.jpg,NV,train,True,circle_fov,True,True,contrast_40.5,0.10986,40.55,0.6582,54,60,930,937,876,877,0.73266,high_circle_fov,876,877,
C:\SKIN CANCER v2\DS\NV\ISIC_0065529.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065529.jpg,NV,train,True,circle_fov,True,True,contrast_47.4,0.10279,47.42,0.6732,89,84,986,981,897,897,0.76733,high_circle_fov,897,897,
C:\SKIN CANCER v2\DS\NV\ISIC_0065536.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065536.jpg,NV,train,False,no_crop,False,False,none,0.0,-43.03,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065542.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065542.jpg,NV,train,False,no_crop,False,False,none,0.0,-45.42,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065545.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065545.jpg,NV,train,False,no_crop,False,False,none,0.0,-40.44,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065558.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065558.jpg,NV,train,False,no_crop,False,False,none,0.0,-87.41,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065578.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065578.jpg,NV,train,False,no_crop,True,True,border_dark_1.000|contrast_167.7,1.0,167.73,0.3704,0,0,1024,1024,1024,1024,1.0,rejected_all_modes,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065580.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065580.jpg,NV,train,False,no_crop,False,False,none,0.0,-13.01,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065586.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065586.jpg,NV,train,True,circle_fov,True,True,border_dark_0.334|contrast_100.7,0.33423,100.67,0.6003,87,103,886,903,799,800,0.60959,high_circle_fov,799,800,
C:\SKIN CANCER v2\DS\NV\ISIC_0065587.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065587.jpg,NV,train,False,no_crop,False,False,none,0.0,-30.43,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065592.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065592.jpg,NV,train,False,no_crop,False,False,none,0.0,-49.69,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065593.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065593.jpg,NV,train,False,no_crop,False,False,none,0.0,-68.84,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065595.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065595.jpg,NV,train,False,no_crop,False,False,none,0.0,-54.77,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065600.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065600.jpg,NV,train,False,no_crop,False,False,none,0.0,-52.7,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065601.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065601.jpg,NV,train,False,no_crop,False,False,none,0.0,-29.27,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065603.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065603.jpg,NV,train,True,circle_fov,True,True,border_dark_0.678|contrast_137.9,0.67775,137.9,0.5227,163,186,860,882,697,696,0.46264,high_circle_fov,697,696,
C:\SKIN CANCER v2\DS\NV\ISIC_0065613.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065613.jpg,NV,train,True,circle_fov,True,True,border_dark_0.301|contrast_61.2,0.30109,61.21,0.6089,78,138,889,949,811,811,0.62725,high_circle_fov,811,811,
C:\SKIN CANCER v2\DS\NV\ISIC_0065616.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065616.jpg,NV,train,False,no_crop,False,False,none,0.0,-57.19,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065630.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065630.jpg,NV,train,True,circle_fov,True,True,border_dark_0.352|contrast_127.3,0.35242,127.35,0.6058,85,107,892,915,807,808,0.62185,high_circle_fov,807,808,
C:\SKIN CANCER v2\DS\NV\ISIC_0065635.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065635.jpg,NV,train,True,circle_fov,True,True,contrast_70.9,0.10032,70.9,0.6687,55,93,946,984,891,891,0.7571,high_circle_fov,891,891,
C:\SKIN CANCER v2\DS\NV\ISIC_0065636.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065636.jpg,NV,train,False,no_crop,False,False,none,0.0,-33.05,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065640.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065640.jpg,NV,train,False,no_crop,False,False,none,0.0,-48.5,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065645.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065645.jpg,NV,train,True,circle_fov,True,True,border_dark_0.246|contrast_128.3,0.24626,128.34,0.6201,93,106,919,932,826,826,0.65067,high_circle_fov,826,826,
C:\SKIN CANCER v2\DS\NV\ISIC_0065677.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065677.jpg,NV,train,True,circle_fov,True,True,border_dark_0.283|contrast_91.4,0.28274,91.37,0.5939,110,116,901,907,791,791,0.5967,high_circle_fov,791,791,
C:\SKIN CANCER v2\DS\NV\ISIC_0065700.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065700.jpg,NV,train,False,no_crop,False,False,none,0.0,-17.39,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065713.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065713.jpg,NV,train,False,no_crop,False,False,none,0.0,-42.59,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065718.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065718.jpg,NV,train,False,no_crop,False,False,none,0.0,-1.34,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065732.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065732.jpg,NV,train,True,circle_fov,True,True,border_dark_0.187|contrast_89.5,0.1868,89.48,0.6202,98,101,924,927,826,826,0.65067,high_circle_fov,826,826,
C:\SKIN CANCER v2\DS\NV\ISIC_0065747.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065747.jpg,NV,train,True,circle_fov,True,True,border_dark_0.207|contrast_83.2,0.20667,83.24,0.6281,95,114,932,951,837,837,0.66811,high_circle_fov,837,837,
C:\SKIN CANCER v2\DS\NV\ISIC_0065754.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065754.jpg,NV,train,False,no_crop,False,False,none,0.0,-26.81,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065756.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065756.jpg,NV,train,False,no_crop,False,False,none,0.0,-47.22,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065768.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065768.jpg,NV,train,True,circle_fov,True,True,border_dark_1.000|contrast_162.5,1.0,162.55,0.4233,202,202,767,766,565,564,0.3039,high_circle_fov,565,564,
C:\SKIN CANCER v2\DS\NV\ISIC_0065773.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065773.jpg,NV,train,True,circle_fov,True,True,border_dark_0.196|contrast_139.8,0.19648,139.82,0.63,83,97,922,936,839,839,0.67131,high_circle_fov,839,839,
C:\SKIN CANCER v2\DS\NV\ISIC_0065779.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065779.jpg,NV,train,False,no_crop,False,False,none,0.0,-96.65,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065783.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065783.jpg,NV,train,False,no_crop,True,False,border_dark_1.000|contrast_169.5,1.0,169.47,0.324,0,0,1024,1024,1024,1024,1.0,rejected_all_modes,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065789.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065789.jpg,NV,train,False,no_crop,False,False,none,0.00685,-53.07,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065791.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065791.jpg,NV,train,False,no_crop,False,False,none,0.0,-68.45,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065792.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065792.jpg,NV,train,False,no_crop,False,False,none,0.0,-81.88,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065794.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065794.jpg,NV,train,True,circle_fov,True,True,border_dark_1.000|contrast_152.1,0.99983,152.13,0.4462,238,205,833,799,595,594,0.33706,high_circle_fov,595,594,
C:\SKIN CANCER v2\DS\NV\ISIC_0065795.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065795.jpg,NV,train,False,no_crop,False,False,none,0.0,-7.86,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065796.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065796.jpg,NV,train,False,no_crop,False,False,none,0.0,-43.73,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065808.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065808.jpg,NV,train,False,no_crop,False,False,none,0.0,-98.75,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065809.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065809.jpg,NV,train,False,no_crop,False,False,none,0.0,-109.02,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065812.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065812.jpg,NV,train,False,no_crop,False,False,none,0.0,-57.95,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065818.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065818.jpg,NV,train,False,no_crop,False,False,none,0.0,-83.3,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065819.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065819.jpg,NV,train,False,no_crop,False,False,none,0.07663,48.85,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065820.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065820.jpg,NV,train,False,no_crop,False,False,none,0.0,-152.58,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
C:\SKIN CANCER v2\DS\NV\ISIC_0065837.jpg,C:\SKIN CANCER v2\final DS\images\NV\ISIC_0065837.jpg,NV,train,False,no_crop,False,False,none,0.0,-92.7,,0,0,1024,1024,1024,1024,1.0,no_vignette_detected,1024,1024,
